Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code(T),Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314159/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314161/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314186/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314106/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314167/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314110/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314111/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314125/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314340/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314134/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314163/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314661/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314112/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314160/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314166/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314168/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314390/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314136/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314138/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314104/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314179/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314181/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314126/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314182/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314184/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314185/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314124/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314130/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314135/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314132/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314133/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314341/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314155/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314113/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314114/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314144/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314172/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314120/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314122/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314165/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314183/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314336/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314094/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314178/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314107/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314115/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314372/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314139/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314345/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314177/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314173/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314343/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314153/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314145/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314116/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314119/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314170/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314344/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314131/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744210,30.58,314154/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316475/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316441/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316445/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316462/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316455/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316452/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,317654/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,317265/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316451/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316461/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316440/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,312163/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316460/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316458/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316438/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,317123/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,317115/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,310507/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316459/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,312094/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,317122/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744211,30.58,316454/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314442/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314448/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314426/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314366/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314434/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314435/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314429/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314444/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314450/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314414/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314406/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314407/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314436/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314148/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314413/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314422/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314405/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314447/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314441/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314425/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314408/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314410/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314409/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314404/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314440/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314437/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314438/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314439/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314427/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314432/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314430/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-11,HELP-LINK UK LTD,1744212,30.58,314423/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745739,32.14,317328/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745739,240.60,315972/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745739,36.38,316964/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745739,64.28,316734/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745739,32.14,317078/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745739,36.38,316798/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,36.38,317618/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,32.14,317943/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,36.38,317939/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,32.14,317819/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,32.14,317608/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,36.38,317862/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,32.14,317800/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,32.14,318054/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,184.79,317863/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,36.38,317822/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2019-12-18,HELP-LINK UK LTD,1745740,32.14,318053/1
