Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,29/07/2015,NORTHGATE VEHICLE HIRE LTD,4634579,337.93,ihmt,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,22/07/2015,NORTHGATE VEHICLE HIRE LTD,4634587,357.16,ihmt,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,29/07/2015,NORTHGATE VEHICLE HIRE LTD,4634915,363.08,VAN HIRE JUNE 2015,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,29/07/2015,NORTHGATE VEHICLE HIRE LTD,4634586,407.98,ihmt,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,29/07/2015,NORTHGATE VEHICLE HIRE LTD,4634570,445.00,ihmt,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,29/07/2015,NORTHGATE VEHICLE HIRE LTD,4634572,512.12,ihmt,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,15/07/2015,NORTHGATE VEHICLE HIRE LTD,4633275,"4,186.88",prop services,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,29/07/2015,SOLARY LTD,1577091,500.00,205630/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,29/07/2015,SSE CONTRACTING LTD,1577099,355.05,203847/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,15/07/2015,SSE CONTRACTING LTD,1576405,308.00,203013/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,SSE CONTRACTING LTD,1573043,473.50,203340/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,27/07/2015,TARMAC BUILDING PRODUCTS LTD,4634777,213.66,PROPERTY SERVICES,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,08/07/2015,TARMAC BUILDING PRODUCTS LTD,4632705,665.00,ihmt,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,22/07/2015,TUNSTON CONSTRUCTION LTD,1576012,492.80,203183/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,22/07/2015,TUNSTON CONSTRUCTION LTD,1576011,572.25,202706/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,TUNSTON CONSTRUCTION LTD,1573054,216.15,203733/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,TUNSTON CONSTRUCTION LTD,1573055,380.60,203732/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,TUNSTON CONSTRUCTION LTD,1572718,560.00,203400/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,VULCAN WINDOWS LTD,1576424,369.26,202503/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,VULCAN WINDOWS LTD,1576429,369.26,203947/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573066,450.83,203230/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573068,450.83,203874/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573061,536.89,203234/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573067,566.76,203907/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573065,664.26,203875/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573064,686.18,202514/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,VULCAN WINDOWS LTD,1576425,738.52,202500/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573059,820.09,202505/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573062,"1,189.35",203229/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,VULCAN WINDOWS LTD,1576427,"1,233.19",203228/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,VULCAN WINDOWS LTD,1576426,"1,394.81",202507/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573063,"1,438.52",203061/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,VULCAN WINDOWS LTD,1576428,"1,755.32",202453/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,29/07/2015,VULCAN WINDOWS LTD,1577115,"1,960.63",202448/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/07/2015,VULCAN WINDOWS LTD,1573060,"4,238.54",202497/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Waste Disposal Charges,29/07/2015,WETHERBY SKIP HIRE SERVICES,4633966,323.33,ihmt,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Waste Disposal Charges,29/07/2015,WETHERBY SKIP HIRE SERVICES,4633965,"4,135.82",ihmt,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,29/07/2015,WHARFEDALE DECORATIONS LTD,1577118,518.00,205409/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,15/07/2015,WHARFEDALE DECORATIONS LTD,1573070,630.00,201863/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573078,404.00,204664/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573072,414.00,202793/2,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,29/07/2015,WHARFEDALE DECORATIONS LTD,1577117,416.00,204451/2,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573076,488.00,203978/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573079,576.00,204981/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573081,576.00,202975/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573077,628.00,204465/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573075,646.00,203625/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573080,696.00,204919/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573071,728.00,202561/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573073,900.00,202988/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,29/07/2015,WHARFEDALE DECORATIONS LTD,1577116,"1,212.00",203727/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,15/07/2015,WHARFEDALE DECORATIONS LTD,1573074,"1,454.00",203255/2,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,20/07/2015,WOLSELEY UK LTD,4633249,337.38,PROPERTY SERVICES,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,06/07/2015,WOLSELEY UK LTD,4632789,549.53,PROP SRVS,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,13/07/2015,WOLSELEY UK LTD,4633048,762.77,PROP SRVS,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,27/07/2015,WOLSELEY UK LTD,4633969,"1,049.68",PROP SRVS,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,27/07/2015,WOLSELEY UK LTD,4633970,"1,079.05",PROP SRVS,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,06/07/2015,WOLSELEY UK LTD,4632792,"1,586.53",ihmt,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,20/07/2015,WOLSELEY UK LTD,4633250,"2,197.91",PROP SRVS,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,29/07/2015,BRITISH GAS TRADING LTD,4634895,283.63,GAS - CARLTON LODGE,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,29/07/2015,BRITISH GAS TRADING LTD,4634889,289.94,GAS - HEWITSON COURT,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,29/07/2015,BRITISH GAS TRADING LTD,4634907,637.83,"GAS - MAPLE CREEK, MASHAM",,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,29/07/2015,BRITISH GAS TRADING LTD,4634905,828.57,GAS - BONDGATE COURT COMMUNITY CENTRE,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,01/07/2015,NPOWER LTD,4632397,231.48,ELEC - COLLINS COURT,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,29/07/2015,NPOWER LTD,4634346,234.03,ELEC COLLINS COURT,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,29/07/2015,NPOWER LTD,4634332,282.26,ELEC HEWITSON COURT,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,01/07/2015,NPOWER LTD,4632319,300.70,ELEC - HEWITSON COURT,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,29/07/2015,NPOWER LTD,4634322,392.39,ELEC BONDGATE COMM HALL,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,01/07/2015,NPOWER LTD,4632309,403.65,ELEC - BONDGATE COURT COMMUNITY HALL,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,29/07/2015,NPOWER LTD,4634325,459.25,ELEC BLOSSOMGATE COURT,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,01/07/2015,NPOWER LTD,4632310,483.39,Elec-Blossomgate Court,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,01/07/2015,NPOWER LTD,4632329,489.58,ELEC - CARLTON LODGE,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,29/07/2015,NPOWER LTD,4634362,500.29,ELEC CARLTON LODGE,,,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,01/07/2015,NPOWER LTD,4632308,652.67,"ELEC - MAPLE CREEK, MASHAM (COMMUNAL)",,,
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Wel being Charges,22/07/2015,WEALDEN & EASTBOURNE LIFELINE LTD,4634674,"2,605.63",Monitoring services,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,13/07/2015,A1 TRUCK AND PLANT HIRE,4633450,552.00,,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,01/07/2015,A1 TRUCK AND PLANT HIRE,4630359,"1,173.00",,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,13/07/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,46.82,Fuel June 15,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,01/07/2015,ARCO LTD,4632964,344.56,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Hire of Vehicles/Plant,29/07/2015,ARROW SELF DRIVE,4633541,239.00,CK63SVX Citroen Berlingo,,,
Harrogate Borough Council,Premises,R,Community,Waste & Environmental Services Unit,Reactive Repairs & Maint - F&F,01/07/2015,BOB COWELL,4631831,254.00,,,,
Harrogate Borough Council,Premises,R,Community,Waste & Environmental Services Unit,Reactive Repairs & Maint - F&F,01/07/2015,BOB COWELL,4631829,282.00,,,,
Harrogate Borough Council,Premises,R,Community,Waste & Environmental Services Unit,Reactive Repairs & Maint - F&F,29/07/2015,BOB COWELL,4633864,46.00,,,,
Harrogate Borough Council,Premises,R,Community,Waste & Environmental Services Unit,Reactive Repairs & Maint - F&F,29/07/2015,BOB COWELL,4633864,190.00,,,,
Harrogate Borough Council,Premises,R,Community,Waste & Environmental Services Unit,Reactive Repairs & Maint - F&F,29/07/2015,BOB COWELL,4633864,48.00,,,,
Harrogate Borough Council,Premises,R,Community,Waste & Environmental Services Unit,Street Cleansing Other,01/07/2015,BOB COWELL,4631830,"1,240.00",,,,
Harrogate Borough Council,Premises,R,Community,Waste & Environmental Services Unit,Street Cleansing Other,29/07/2015,BOB COWELL,4634126,"1,240.00",,,,
Harrogate Borough Council,Premises,R,Community,Waste & Environmental Services Unit,Refuse Collection/Removal,29/07/2015,BOB COWELL,4634123,400.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,29/07/2015,BRENNTAG UK LIMITED,4634429,222.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,29/07/2015,BRENNTAG UK LIMITED,4634429,133.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,29/07/2015,BRENNTAG UK LIMITED,4634429,22.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,29/07/2015,BRENNTAG UK LIMITED,4634429,89.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,29/07/2015,BRENNTAG UK LIMITED,4634429,89.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,08/07/2015,BRENNTAG UK LIMITED,4632459,89.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,08/07/2015,BRENNTAG UK LIMITED,4632459,89.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,08/07/2015,BRENNTAG UK LIMITED,4632459,133.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,08/07/2015,BRENNTAG UK LIMITED,4632459,222.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Fuel/Oil,08/07/2015,BRENNTAG UK LIMITED,4632459,22.00,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,22/07/2015,BROOK STREET (UK) LTD,4634287,328.28,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,01/07/2015,BROOK STREET (UK) LTD,4633228,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,01/07/2015,BROOK STREET (UK) LTD,4633230,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633819,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633820,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633821,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633882,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,22/07/2015,BROOK STREET (UK) LTD,4634290,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,22/07/2015,BROOK STREET (UK) LTD,4634291,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,29/07/2015,BROOK STREET (UK) LTD,4634811,418.84,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,29/07/2015,BROOK STREET (UK) LTD,4634812,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,29/07/2015,BROOK STREET (UK) LTD,4634813,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633888,418.84,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633888,"1,913.08",,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633888,837.68,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,22/07/2015,BROOK STREET (UK) LTD,4634285,"1,528.20",,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,22/07/2015,BROOK STREET (UK) LTD,4634285,418.84,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,22/07/2015,BROOK STREET (UK) LTD,4634285,509.40,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,22/07/2015,BROOK STREET (UK) LTD,4634285,769.76,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,29/07/2015,BROOK STREET (UK) LTD,4634814,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,29/07/2015,BROOK STREET (UK) LTD,4634814,837.68,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,29/07/2015,BROOK STREET (UK) LTD,4634814,"1,584.80",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,29/07/2015,BROOK STREET (UK) LTD,4634814,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,01/07/2015,BROOK STREET (UK) LTD,4633278,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,01/07/2015,BROOK STREET (UK) LTD,4633278,"1,165.96",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,01/07/2015,BROOK STREET (UK) LTD,4633278,837.68,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,01/07/2015,BROOK STREET (UK) LTD,4633278,"1,256.52",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,13/07/2015,BROOK STREET (UK) LTD,4633579,"1,675.36",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,13/07/2015,BROOK STREET (UK) LTD,4633579,418.84,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,13/07/2015,BROOK STREET (UK) LTD,4633579,837.68,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,13/07/2015,BROOK STREET (UK) LTD,4633579,837.68,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Hire of Vehicles/Plant,29/07/2015,D & S KITCHING LTD,4634433,550.00,,,,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Hire of Vehicles/Plant,29/07/2015,D & S KITCHING LTD,4633899,"1,347.95",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,13/07/2015,F D TODD & SONS LTD,4632585,-788.66,credit trans 4632576,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,13/07/2015,F D TODD & SONS LTD,4632584,-201.97,credit trans 4632577,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,29/07/2015,F D TODD & SONS LTD,4633943,238.42,,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,13/07/2015,F D TODD & SONS LTD,4632577,"8,261.14",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,13/07/2015,F D TODD & SONS LTD,4632576,"9,013.12",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,29/07/2015,F D TODD & SONS LTD,4633942,"9,341.15",,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,15/07/2015,HAZCHEM SAFETY LLP,4632650,228.67,,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,01/07/2015,HAZCHEM SAFETY LLP,4631869,72.50,,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,01/07/2015,HAZCHEM SAFETY LLP,4631869,72.50,,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,01/07/2015,HAZCHEM SAFETY LLP,4631869,72.50,,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,01/07/2015,HAZCHEM SAFETY LLP,4631869,35.70,,,,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,22/07/2015,HAZCHEM SAFETY LLP,4633322,258.53,,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,01/07/2015,NORTH YORKSHIRE COUNTY COUNCIL,4633003,"39,359.56",COMMERCIAL WASTE,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,01/07/2015,NORTH YORKSHIRE COUNTY COUNCIL,4633005,"42,951.67",COMMERCIAL WASTE,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,08/07/2015,ONE WORLD RECYCLING,4633680,"3,501.56",MIXED GLASS,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Other Services,08/07/2015,RB RECYCLING (SCARBOROUGH) LIMITED,4633663,"1,475.00",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Equipment,08/07/2015,S & W SERVICES (YORKSHIRE) LTD,4632859,395.00,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,13/07/2015,TRAVAIL EMPLOYMENT GROUP LTD,4633747,421.43,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,13/07/2015,TRAVAIL EMPLOYMENT GROUP LTD,4633747,"2,528.58",,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,13/07/2015,TRAVAIL EMPLOYMENT GROUP LTD,4633747,842.86,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,22/07/2015,TRAVAIL EMPLOYMENT GROUP LTD,4634305,842.86,,,,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,22/07/2015,TRAVAIL EMPLOYMENT GROUP LTD,4634305,"3,006.96",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Equipment,01/07/2015,UK CONTAINER MAINTENANCE LTD,4631885,"2,100.00",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,13/07/2015,WETHERBY SKIP HIRE SERVICES,4632446,368.78,,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,13/07/2015,WETHERBY SKIP HIRE SERVICES,4630939,543.36,Claro Road Depot,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634021,640.46,,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,13/07/2015,YORWASTE LTD,4632198,"3,124.48",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,13/07/2015,YORWASTE LTD,4632197,"3,213.12",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,13/07/2015,YORWASTE LTD,4632194,"3,322.24",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,13/07/2015,YORWASTE LTD,4632521,"3,461.12",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,13/07/2015,YORWASTE LTD,4632196,"3,524.48",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,29/07/2015,YORWASTE LTD,4634971,"3,566.72",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,22/07/2015,YORWASTE LTD,4630591,"3,894.40",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,29/07/2015,YORWASTE LTD,4634970,"4,098.24",,,,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,29/07/2015,YORWASTE LTD,4634974,"4,407.04",,,,
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Non Qualification Training,22/07/2015,CIPFA BUSINESS LTD,4633231,325.00,,,,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Other Supplies & Services,29/07/2015,JOHNSTON PUBLISHING LTD,4634856,701.12,re credit note claimed in error,,,
