Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245834/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245079/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245080/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245075/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243548/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,10.30,244566/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,20.60,244568/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245831/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245833/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,244850/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,244872/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,244873/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245078/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245863/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,234275/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,234283/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245844/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245061/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245062/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,10.30,244603/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,20.60,244605/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,239226/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,239390/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,239516/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245442/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245421/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,239535/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,239604/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,239605/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244949/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243544/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245427/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245429/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245430/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245431/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244943/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244892/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245423/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245424/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245425/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245432/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243525/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244821/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244829/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244885/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244886/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244887/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244888/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,239251/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243761/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243764/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243765/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244883/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244884/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,242995/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,238669/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,238687/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,239163/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,239178/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,239217/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244837/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244838/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,242857/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,242904/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,242912/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,242945/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244834/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244835/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244839/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245420/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243787/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244836/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,242856/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243750/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243755/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243756/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244832/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244833/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245066/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245081/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243786/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245088/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245089/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245426/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243523/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245082/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244854/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244856/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243772/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245064/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244882/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,234280/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,239533/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243022/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243489/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243497/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245441/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245446/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,242424/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243783/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243785/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245433/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244857/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,10.30,244567/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,10.30,244573/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,10.30,244574/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,10.30,244625/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245439/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245101/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244846/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244941/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245048/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245049/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245063/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244881/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245447/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245448/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,234278/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245090/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,245099/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244848/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244958/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,243524/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244933/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244935/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647570,98.16,244863/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Struct Engineering Consultants,2016-12-21,201866,HILL CANNON CONSULTING LLP,4665781,250.00,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-07,204759,MASTERDOR LIMITED,1647291,610.00,240634/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-07,204759,MASTERDOR LIMITED,1647292,675.00,239010/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-07,204759,MASTERDOR LIMITED,1647293,676.00,244477/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,204759,MASTERDOR LIMITED,1647577,684.00,244140/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-12-21,205895,MITIE PROPERTY SERVICES (UK) LTD,1650055,255.16,235733/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-07,205895,MITIE PROPERTY SERVICES (UK) LTD,1647295,292.00,232559/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-07,205895,MITIE PROPERTY SERVICES (UK) LTD,1647296,311.31,243216/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-07,205895,MITIE PROPERTY SERVICES (UK) LTD,1647294,1501.00,246197/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-05,208594,NETSAT AERIALS LTD,1646745,240.00,245671/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666004,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666005,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666006,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666007,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666010,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666011,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666012,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666013,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666014,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666016,326.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666444,326.30,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666008,334.75,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666015,349.71,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666162,276.67,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666164,276.67,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666212,276.67,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666213,276.67,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666214,280.98,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666435,280.98,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-21,200249,NORTHGATE VEHICLE HIRE LTD,4666889,311.47,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666138,326.30,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666139,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666140,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666163,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666208,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666210,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666215,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666216,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666217,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666433,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666434,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666437,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666442,326.30,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666218,388.09,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666436,389.35,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-12-28,200249,NORTHGATE VEHICLE HIRE LTD,4666209,440.00,IHMT
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-07,218297,NORTON INTERIORS LTD,1647300,4592.00,246621/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,223128,OCS ENVIRONMENTAL SERVICES LTD,1646768,210.00,246714/1
