Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Pay date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689206,976.96,Elec - Starbeck Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689207,1100.61,Elec - Stonefall Crematorium
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689168,1146.64,Elec - Claro Road Depot (Offices)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689211,1192.58,Elec - Ripon Spa Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689209,1337.39,Elec - Tower St MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689200,1398.82,Elec - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689204,1529.13,Elec - Scottsdale House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689170,1651.98,Elec - Conyngham Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689198,1794.39,Elec - Nidderdale Swimming Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689193,2095.90,Elec - Jubilee MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689176,2556.12,Elec - Crescent Gardens
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689195,2665.34,Elec - Knaresborough Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689194,3356.95,Elec - Knapping Mount Offices
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689210,4303.43,Elec - Victoria MSCP inc PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689188,7739.60,Elec - Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2017-12-27,NPOWER LTD,4689177,38872.62,Elec - HIC (inc Queens Suite)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-06,NPOWER LTD,4688254,11.18,Elec- Victoria Park House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689192,10.01,Elec - Jennyfields CC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689197,17.49,Elec - Mercer Gallery
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689212,20.25,Elec - Ripon Town Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689199,24.26,Elec - Pump Room Museum
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689181,35.41,Elec - Harlow Hill Nursery
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689175,60.72,Elec - Council Offices Pateley Bridge
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689206,46.55,Elec - Starbeck Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689207,49.65,Elec - Stonefall Crematorium
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689168,57.99,Elec - Claro Road Depot (Offices)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689211,55.44,Elec - Ripon Spa Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689209,68.66,Elec - Tower St MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689200,62.27,Elec - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689204,73.14,Elec - Scottsdale House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689170,84.1,Elec - Conyngham Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689198,90.81,Elec - Nidderdale Swimming Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689193,102.08,Elec - Jubilee MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689176,126.03,Elec - Crescent Gardens
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689195,134.34,Elec - Knaresborough Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689194,157.65,Elec - Knapping Mount Offices
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689210,208.15,Elec - Victoria MSCP inc PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689188,395.93,Elec - Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2017-12-27,NPOWER LTD,4689177,2115.57,Elec - HIC (inc Queens Suite)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-20,OJ TAFFINDER LTD,4688012,12775.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,2017-12-18,PERFECT CIRCLE JV LTD,4684305,4000.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-27,PPF SERVICING LTD,4688027,1286.73,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Heating Oil,2017-12-06,RIX PETROLEUM (HULL) LIMITED,4686859,804.73,Gas Oil
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Heating Oil,2017-12-20,RIX PETROLEUM (HULL) LIMITED,4687651,2345.85,Gas Oil
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Heating Oil,2017-12-27,RIX PETROLEUM (HULL) LIMITED,4687901,4089.60,Gas Oil
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-12-13,ROBINSONS FACILITIES SERVICES,4687385,392.8,The Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-12-18,ROBINSONS FACILITIES SERVICES,4687529,555.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-12-13,ROBINSONS FACILITIES SERVICES,4687302,644.52,Harrogate Turkish Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-12-13,ROBINSONS FACILITIES SERVICES,4687303,1382.75,Conyngham Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-06,ROBINSONS FACILITIES SERVICES,4686708,422.24,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-20,ROSSE SYSTEMS,4686713,115,FIRE ALARM SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-20,ROSSE SYSTEMS,4686713,115,FIRE ALARM SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,392,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,420.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,73.5,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,567.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,147,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,491.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,38.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,76.5,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,110.87,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,535.5,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-04,ROSSE SYSTEMS,4686562,631.13,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-04,TUNSTON CONSTRUCTION LTD,4687823,265,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-04,TUNSTON CONSTRUCTION LTD,4687824,278,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-04,TUNSTON CONSTRUCTION LTD,4687795,300,Victoria Car Park
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-04,TUNSTON CONSTRUCTION LTD,4687826,566.86,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-11,TUNSTON CONSTRUCTION LTD,4687825,663.21,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-04,TUNSTON CONSTRUCTION LTD,4688013,829.14,Bowling Pavillion Pateley Bridge
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-20,W D ROLLINGS LTD,4688258,366.34,IHMT supplies
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-13,W D ROLLINGS LTD,4687696,390,IHMT supplies
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-13,W D ROLLINGS LTD,4687696,150,IHMT supplies
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-13,W D ROLLINGS LTD,4687696,150,IHMT supplies
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-12-20,WALTER HARTLEY LTD,4689014,380,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-12-27,WEB (M&E) PRODUCTS LTD,4688325,1481.58,HARROGATE INTERNATIONAL CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Painting,2017-12-13,WHARFEDALE DECORATIONS LTD,4687233,2782.00,Internal redecorations at Knaresborough House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-06,YORKSHIRE WATER PLC,4688277,261.89,Water - Recreation Group Pateley Bridge PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-13,YORKSHIRE WATER PLC,4688589,288.21,Water - Harlow Hill Nursery
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-06,YORKSHIRE WATER PLC,4688265,297.92,Water - Dacre Bottom PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-06,YORKSHIRE WATER PLC,4688280,324.3,Water - Southlands PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-13,YORKSHIRE WATER PLC,4688595,382.44,Water - Stonefall Cemetery (Office)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-20,YORKSHIRE WATER PLC,4689214,436.22,Water - Knaresboroug Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-06,YORKSHIRE WATER PLC,4688268,467.27,Water - Harlow Hill Nursery (Mess Room)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-13,YORKSHIRE WATER PLC,4688591,560.54,Water - Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-13,YORKSHIRE WATER PLC,4688596,672.25,"Water - Valley Gardens, Paddling Pool"
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-13,YORKSHIRE WATER PLC,4688593,1371.26,Water - Knaresborough Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-06,YORKSHIRE WATER PLC,4688274,1527.36,Water - Nidderdale Swimming Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-12-13,YORKSHIRE WATER PLC,4688592,6464.67,Water - Hydro
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Subscriptions,2017-12-27,RICS,4689376,419,RICS Annual subscription REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Subscriptions,2017-12-20,RICS,4689125,519,RICS Annual subscription REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Subscriptions,2017-12-27,RICS,4689370,519,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Subscriptions,2017-12-27,RICS,4689379,519,RICS MEMBERSIP FEE FOR REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2017-12-27,TEAM (ENERGY AUDITING AGENCY LTD),4688068,2098.76,4016  Bureau Services
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Professional Subscriptions,2017-12-06,THE CHARTERED INSTITUTE OF BUILDING,4688263,278,REDACTED-PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,ICT Rechargeables,2017-12-06,DELL CORPORATION LTD,4686857,495.81,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-12-06,MATCHTECH GROUP UK LTD,4686672,612,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-12-13,MATCHTECH GROUP UK LTD,4687400,961.2,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-12-06,MATCHTECH GROUP UK LTD,4686671,1332.00,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-12-20,MATCHTECH GROUP UK LTD,4688035,1371.60,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-12-27,MATCHTECH GROUP UK LTD,4689034,1410.91,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-12-06,MATCHTECH GROUP UK LTD,4686676,1782.00,REDACTED-PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Planning Consultants,2017-12-20,RICHARD WOOD ASSOCIATES LIMITED,4689231,16905.45,
Harrogate Borough Council,Premises,R,Economy & Culture,Development Control,Hire of Accommodation,2017-12-04,THE RIPON SPA HOTEL,4688050,3935.62,West Lane Appeal
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2017-12-27,TMP (UK) LTD,4688217,467.56,Harrogate Advertiser Series
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2017-12-13,TMP (UK) LTD,4687306,541.32,Harrogate Advertiser Series
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2017-12-06,TMP (UK) LTD,4686779,633.52,Harrogate Advertiser Series
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2017-12-20,TMP (UK) LTD,4687804,762.6,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,2017-12-20,WYDOS LTD,4688126,594.15,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,ICT Rechargeables,2017-12-20,ADEPT4 MANAGED IT LTD (LEEDS),4687798,12,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,ICT Rechargeables,2017-12-20,ADEPT4 MANAGED IT LTD (LEEDS),4687798,1385.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,ICT Rechargeables,2017-12-20,ADEPT4 MANAGED IT LTD (LEEDS),4687798,1580.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Catering - Direct Purchases,2017-12-06,ADVENT CATERING GROUP,4688129,450,Buffets for the following dates at Conyngham Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Economic Development,Reactive Repairs & Maint - Bldgs,2017-12-06,DALEBUILD LTD,4688130,575,ToUnit 7 Old Work House King Street Pateley Bridge
Harrogate Borough Council,Premises,R,Economy & Culture,Economic Development,Hire of Accommodation,2017-12-06,YORKSHIRE EVENT CENTRE LTD,4688227,208.33,Room Hire
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Environmental Strategy,Grants/Contribs to Other Bodies,2017-12-04,CITY OF YORK COUNCIL,4688136,6909.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-27,ANDY CARTER LTD T/A BE AMBITIOUS,4688420,800,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-12-27,BLUESKY INTERNATIONAL LIMITED,4688278,6863.36,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Marketing/Promotion,2017-12-20,CAUSE (UK) LTD,4688573,550,PR support to WILDWATCH
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Marketing/Promotion,2017-12-20,CAUSE (UK) LTD,4688662,550,PR support to WILDWATCH
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-18,CAUSE (UK) LTD,4688947,800,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-13,DP SQUARED LTD,4687476,1500.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-18,FIRSTAIDER TRAINING,4688886,390,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-18,G L HEARN LIMITED,4686009,3600.00,
Harrogate Borough Council,Transport,R,Economy & Culture,Forward Planning,Travel,2017-12-18,HLNY CRC LTD,4688901,1800.00,Upper Nidderdale Landscape Partnership
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-27,INNOVATION FOR AGRICULTURE,4689356,500,Delivery of Soil Health event 13th Dec 17 for Nidderdale AONB
Harrogate Borough Council,Transport,R,Economy & Culture,Forward Planning,Travel,2017-12-27,INNOVATION FOR AGRICULTURE,4689356,118.8,Delivery of Soil Health event 13th Dec 17 for Nidderdale AONB
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-27,JOANNE HAINES,4689270,1611.50,7 Days Walling Instruction
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-06,MICHAEL EYRES PARTNERSHIP LLP,4687475,750,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-27,MICHELLE PILKINGTON,4688976,780,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-12-27,MINERVA HERITAGE,4689033,431.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-12-27,MINERVA HERITAGE,4689033,2243.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-06,MRS D L HALLAM,4687919,516,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-27,MRS TRACEY JANE BLACKWELL,4689084,1540.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-06,REVOLUTION MARKETING (UK) LTD,4687212,1200.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-06,ROBERT LIGHT,4687213,1517.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,2017-12-27,THE OYSTER PARTNERSHIP LTD,4688028,1479.60,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,2017-12-06,THE OYSTER PARTNERSHIP LTD,4686611,1480.00,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,2017-12-13,THE OYSTER PARTNERSHIP LTD,4687221,1480.00,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,2017-12-20,THE OYSTER PARTNERSHIP LTD,4687519,1480.00,REDACTED-PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-27,THE TRADITIONAL BUILDING SKILLS COMPANY,4689079,1508.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-12-13,YORKSHIRE WILDLIFE TRUST,4688153,500,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-12-06,YORKSHIRE WILDLIFE TRUST,4688152,7140.00,Contribution to UNLP Farming  and  Wildlife Project
Harrogate Borough Council,Transport,R,Economy & Culture,Forward Planning,Travel,2017-12-06,YORKSHIRE WILDLIFE TRUST,4688152,300,Contribution to UNLP Farming  and  Wildlife Project
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,Other Fees,2017-12-18,NORTH YORKSHIRE COUNTY COUNCIL,4688819,6485.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,Microfilming,2017-12-20,TRANSMEDIA TECHNOLOGY LTD,4687640,15359.72,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,Other Consultants Fees,2017-12-20,TREVOR ROBERTS ASSOCIATES LTD,4689248,1500.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,Microfilming,2017-12-06,WYDOS LTD,4688133,9995.00,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-12-06,AIREDALE INTER AIR CONDITIONING LTD,4687365,1081.50,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,2017-12-13,B O C LTD,4686803,413.57,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687895,1242.37,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687888,873.13,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687893,334.56,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687885,545.07,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687762,629.77,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687753,797.73,Gas  - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687763,3307.61,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687895,97.55,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687888,71.69,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2017-12-18,CORONA ENERGY RETAIL 4 LTD,4687893,14.31,Gas - Royal Baths (exTIC & Turkish)
