,,Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,,Capital/Revenue
,,2019-05-29,7007413,1.06,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,15.40,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.10,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,8.99,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,9.05,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.59,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.95,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.16,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,4.00,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.59,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,17.64,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.20,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.45,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.70,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.90,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,3.72,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.55,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.85,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.05,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.32,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,6.60,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.45,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.44,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,9.30,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.95,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,6.60,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.80,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,8.10,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,11.00,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.25,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.06,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.00,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.04,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,9.68,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.50,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.70,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.65,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,11.40,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.90,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.80,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.50,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.73,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.28,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,9.05,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.86,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.95,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.79,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.68,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,17.40,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.45,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.70,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,12.40,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.70,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,8.60,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.98,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.50,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,9.28,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,4.71,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,11.50,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,7.60,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,5.30,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,5.30,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,5.99,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,7.60,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.80,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.07,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.90,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,7.92,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,45.60,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.05,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.90,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.59,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.80,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,3.42,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,3.72,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.95,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.90,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,13.20,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.60,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,3.72,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.25,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.90,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.32,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,23.70,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,4.40,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.40,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.95,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.80,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.90,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,4.19,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.90,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.65,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.70,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.00,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.05,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.50,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.45,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,12.57,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,6.51,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.30,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,7.20,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.45,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.46,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.90,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.95,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.25,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,5.94,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,5.00,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.45,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.65,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,3.60,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,4.05,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,4.75,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.32,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.79,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.00,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,3.06,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.00,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.96,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,3.12,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,3.20,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,34.20,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,9.05,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.21,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.45,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,0.99,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,10.00,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.70,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,2.85,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
,,2019-05-29,7007413,1.45,REDBRIDGE PRODUCE & FLOWERS LTD T/A TOTAL PRODUCE,390977,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,,Revenue
