Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,18/06/2020,2006-03372,0.00,180.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,18/06/2020,2006-03373,0.00,70.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,18/06/2020,2006-03374,0.00,80.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,18/06/2020,2006-03375,0.00,140.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,18/06/2020,2006-03376,0.00,180.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,18/06/2020,2006-03377,0.00,160.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,18/06/2020,2006-03378,0.00,200.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,18/06/2020,2006-03379,0.00,270.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,18/06/2020,2006-03380,0.00,108.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,24/06/2020,2006-03381,0.00,140.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,HCAIT Community Support,575,24/06/2020,2006-03382,0.00,160.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,24/06/2020,2006-03383,0.00,3600.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,HCAIT Community Support,575,24/06/2020,2006-03384,0.00,400.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03385,0.00,400.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03386,0.00,925.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03387,0.00,460.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03388,0.00,240.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03389,0.00,150.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03390,0.00,160.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03391,0.00,70.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03392,0.00,80.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03393,0.00,80.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03394,0.00,300.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03395,0.00,140.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03396,0.00,130.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03397,0.00,120.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03398,0.00,120.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03399,0.00,40.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03400,0.00,140.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03401,0.00,100.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03402,0.00,180.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,25/06/2020,2006-03403,0.00,108.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,26/06/2020,2006-03404,0.00,180.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,26/06/2020,2006-03405,0.00,140.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,26/06/2020,2006-03406,0.00,160.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,26/06/2020,2006-03407,0.00,200.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,26/06/2020,2006-03408,0.00,270.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,30/06/2020,2006-03409,0.00,130.00,R,Connections Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Services Rendered By Other Organisations,511,05/06/2020,2006-03410,0.00,94.61,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Support Services,Legal Disbursements,411,17/06/2020,2006-03411,0.00,1500.00,R,Constanze Bell,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Insurance,Insurance,Supplies and Services,Insurance Claims,248,09/06/2020,2006-03412,0.00,161.27,R,Continental Landscapes Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside  ,Supplies and Services,Food & Drink,231,12/05/2020,2006-03413,0.00,285.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Waste Management  ,Supplies and Services,Food & Drink,231,12/05/2020,2006-03414,0.00,190.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Facilities Management  ,Supplies and Services,Food & Drink,231,12/05/2020,2006-03415,0.00,79.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Recreation  ,Supplies and Services,Food & Drink,231,12/05/2020,2006-03416,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Recreation  ,Supplies and Services,Food & Drink,231,13/05/2020,2006-03417,0.00,25.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Recreation  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03418,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03419,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03420,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People Under 65 P/Dis  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03421,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Recreation  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03422,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Waste Management  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03423,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03424,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Recreation  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03425,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Facilities Management  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03426,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03427,0.00,95.00,R,Cooleraid Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Food & Drink,231,05/05/2020,2006-03428,0.00,4.74,R,Co-Op Group 108464,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Food & Drink,231,08/05/2020,2006-03429,0.00,15.10,R,Co-Op Group 108591,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Food & Drink,231,13/05/2020,2006-03430,0.00,6.29,R,Co-Op Group 108591,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Food & Drink,231,22/05/2020,2006-03431,0.00,15.33,R,Co-Op Group 108591,Yes
