Newcastle City Council Invoices over 500 paid in August 2010
Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Adult and Culture,Social Services-Carefirst,2010-08-30,PARKLANDS NURSING HOME,4791224,Revenue,8080.68
Adult and Culture,Social Services-Carefirst,2010-08-02,PARKSIDE NORTHERN LTD T/A HOLMLEA,4762589,Revenue,2408.44
Adult and Culture,Social Services-Carefirst,2010-08-30,PARKSIDE NORTHERN LTD T/A HOLMLEA,4791248,Revenue,2395.72
Adult and Culture,Social Services-Carefirst,2010-08-02,PARKSIDE NORTHERN LTD T/A THE CHESTERS,4762692,Revenue,1356.80
Adult and Culture,Social Services-Carefirst,2010-08-30,PARKSIDE NORTHERN LTD T/A THE CHESTERS,4791347,Revenue,1278.80
Adult and Culture,Social Services-Carefirst,2010-08-02,PAVILION COURT CARE HOME,4762639,Revenue,63795.89
Adult and Culture,Social Services-Carefirst,2010-08-30,PAVILION COURT CARE HOME,4791297,Revenue,51442.89
Adult and Culture,Social Services-Carefirst,2010-08-30,PAVILION COURT CARE HOME,4791371,Revenue,2174.00
Adult and Culture,Social Services-Carefirst,2010-08-30,PEMBROKE REST HOME,4791220,Revenue,9641.12
Adult and Culture,Social Services-Carefirst,2010-08-30,PEMBROKE REST HOME,4791221,Revenue,8151.12
Adult and Culture,Social Services-Carefirst,2010-08-02,PERCY HEDLEY CENTRE,4762661,Revenue,9863.28
Adult and Culture,Social Services-Carefirst,2010-08-02,PERCY HOUSE,4762593,Revenue,5455.66
Adult and Culture,Social Services-Carefirst,2010-08-30,PERCY HOUSE,4791252,Revenue,4820.08
Adult and Culture,Social Services-Carefirst,2010-08-02,PHILIP CUSSINS HOUSE,4762691,Revenue,4249.80
Adult and Culture,Social Services-Carefirst,2010-08-30,PHILIP CUSSINS HOUSE,4791346,Revenue,4327.50
Adult and Culture,Social Services-Carefirst,2010-08-18,PHILIPS COURT NURSING HOME,4779883,Revenue,3524.00
Adult and Culture,Social Services-Carefirst,2010-08-18,PONTELAND MANOR,4779849,Revenue,2133.20
Adult and Culture,Social Services-Carefirst,2010-08-02,POTENSIAL LTD,4762614,Revenue,2044.00
Adult and Culture,Social Services-Carefirst,2010-08-30,POTENSIAL LTD,4791273,Revenue,2044.00
Adult and Culture,Social Services-Carefirst,2010-08-02,PREMIER COURT NURSING HOME,4762629,Revenue,2014.84
Adult and Culture,Social Services-Carefirst,2010-08-30,PREMIER COURT NURSING HOME,4791287,Revenue,2014.84
Adult and Culture,Social Services-Carefirst,2010-08-09,QUALITY INDEPENDENT CARE,4769981,Revenue,58208.65
Adult and Culture,Social Services-Carefirst,2010-08-02,REAL LIFE OPTIONS,4762648,Revenue,6282.08
Adult and Culture,Social Services-Carefirst,2010-08-09,REAL LIFE OPTIONS,4769949,Revenue,122085.60
Adult and Culture,Social Services-Carefirst,2010-08-09,REAL LIFE OPTIONS,4769950,Revenue,57089.55
Adult and Culture,Social Services-Carefirst,2010-08-30,REAL LIFE OPTIONS,4791306,Revenue,6282.08
Adult and Culture,Social Services-Carefirst,2010-08-02,RED BRICK HOUSE,4762594,Revenue,1676.32
Adult and Culture,Social Services-Carefirst,2010-08-30,RED BRICK HOUSE,4791253,Revenue,2738.50
Adult and Culture,Social Services-Carefirst,2010-08-18,Redacted Personal Data,4779825,Revenue,53166.02
Adult and Culture,Social Services-Carefirst,2010-08-18,Redacted Personal Data,4779826,Revenue,2210.28
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778381,Revenue,688.12
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778268,Revenue,1153.28
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778302,Revenue,1379.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778608,Revenue,1444.70
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778603,Revenue,1444.70
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778421,Revenue,4537.30
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778431,Revenue,3000.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778549,Revenue,684.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778425,Revenue,802.16
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778435,Revenue,1370.04
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778587,Revenue,587.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778584,Revenue,681.60
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778426,Revenue,1198.40
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778543,Revenue,4704.56
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778387,Revenue,3553.56
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778265,Revenue,1841.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778271,Revenue,4869.88
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778392,Revenue,2159.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778374,Revenue,660.88
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778614,Revenue,885.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778514,Revenue,513.76
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778569,Revenue,1206.32
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778571,Revenue,1183.16
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778266,Revenue,6232.32
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778558,Revenue,4407.64
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778582,Revenue,2209.16
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778315,Revenue,632.32
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778491,Revenue,1070.00
Adult and Culture,Social Services-Carefirst,2010-08-02,Redacted Personal Data,4762607,Revenue,1135.40
Adult and Culture,Social Services-Carefirst,2010-08-30,Redacted Personal Data,4791267,Revenue,1135.40
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778453,Revenue,936.88
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778371,Revenue,599.40
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778287,Revenue,770.64
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778583,Revenue,685.04
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778305,Revenue,1743.60
Adult and Culture,Social Services-Carefirst,2010-08-02,Redacted Personal Data,4762709,Revenue,972.68
Adult and Culture,Social Services-Carefirst,2010-08-30,Redacted Personal Data,4791361,Revenue,946.43
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778350,Revenue,1453.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778493,Revenue,801.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778523,Revenue,1027.20
Adult and Culture,Social Services-Carefirst,2010-08-18,Redacted Personal Data,4779885,Revenue,1136.00
Adult and Culture,Social Services-Carefirst,2010-08-02,Redacted Personal Data,4762568,Revenue,856.40
Adult and Culture,Social Services-Carefirst,2010-08-30,Redacted Personal Data,4791225,Revenue,856.40
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778563,Revenue,4280.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778448,Revenue,707.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778415,Revenue,614.04
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778386,Revenue,513.64
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778311,Revenue,1805.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778348,Revenue,863.04
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778310,Revenue,623.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778323,Revenue,1880.96
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778430,Revenue,4237.12
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778320,Revenue,620.60
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778362,Revenue,1205.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778500,Revenue,2611.64
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778444,Revenue,1113.32
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778275,Revenue,1822.04
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778473,Revenue,738.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778605,Revenue,2189.95
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778391,Revenue,797.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778545,Revenue,1284.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778515,Revenue,802.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778499,Revenue,1198.76
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778337,Revenue,1284.40
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778488,Revenue,1278.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778588,Revenue,743.60
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778544,Revenue,929.56
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778489,Revenue,804.36
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778602,Revenue,2896.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778589,Revenue,743.60
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778378,Revenue,800.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778607,Revenue,2116.88
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778464,Revenue,513.60
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778303,Revenue,1160.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778560,Revenue,1110.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778565,Revenue,1070.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778483,Revenue,1102.28
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778408,Revenue,801.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778536,Revenue,3676.96
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778324,Revenue,941.60
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778300,Revenue,5292.48
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778520,Revenue,1289.64
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778570,Revenue,2663.24
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778615,Revenue,1099.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778590,Revenue,678.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778346,Revenue,6015.12
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778295,Revenue,2020.56
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778298,Revenue,647.88
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778279,Revenue,1328.72
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778621,Revenue,1418.65
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778456,Revenue,1070.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778309,Revenue,911.02
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778304,Revenue,2569.04
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778291,Revenue,1614.72
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778423,Revenue,862.29
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778390,Revenue,776.64
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778314,Revenue,911.55
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778285,Revenue,965.39
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778403,Revenue,1800.92
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778433,Revenue,2500.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778443,Revenue,1022.40
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778617,Revenue,1580.46
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778321,Revenue,1112.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778531,Revenue,660.88
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778611,Revenue,1249.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778535,Revenue,1817.48
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778494,Revenue,801.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778548,Revenue,2140.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778344,Revenue,537.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778397,Revenue,670.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778364,Revenue,7171.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778547,Revenue,1051.48
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778609,Revenue,1441.42
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778428,Revenue,735.32
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778616,Revenue,878.66
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778508,Revenue,5746.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778330,Revenue,1927.64
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778419,Revenue,1217.68
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778317,Revenue,2097.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778482,Revenue,558.76
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778424,Revenue,1669.60
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778328,Revenue,616.80
Adult and Culture,Social Services-Carefirst,2010-08-02,Redacted Personal Data,4762562,Revenue,792.45
Adult and Culture,Social Services-Carefirst,2010-08-30,Redacted Personal Data,4791218,Revenue,799.60
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778369,Revenue,669.41
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778284,Revenue,1659.36
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778455,Revenue,972.48
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778580,Revenue,1976.32
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778396,Revenue,588.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778377,Revenue,5650.12
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778450,Revenue,1167.88
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778462,Revenue,823.28
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778606,Revenue,4934.68
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778620,Revenue,1444.70
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778476,Revenue,560.31
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778402,Revenue,517.84
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778281,Revenue,616.52
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778447,Revenue,1400.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778525,Revenue,2522.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778347,Revenue,723.20
Adult and Culture,Social Services-Carefirst,2010-08-30,Redacted Personal Data,4791249,Revenue,1242.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778342,Revenue,535.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778345,Revenue,4280.20
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778283,Revenue,1630.32
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778278,Revenue,2769.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778382,Revenue,811.68
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778327,Revenue,1198.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778383,Revenue,3813.94
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778492,Revenue,685.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778458,Revenue,716.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778601,Revenue,1109.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778449,Revenue,1356.80
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778376,Revenue,715.96
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778469,Revenue,1972.32
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778366,Revenue,677.08
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778474,Revenue,1872.84
Adult and Culture,Social Services-Carefirst,2010-08-02,Redacted Personal Data,4762689,Revenue,1338.86
Adult and Culture,Social Services-Carefirst,2010-08-30,Redacted Personal Data,4791344,Revenue,1136.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778411,Revenue,513.60
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778510,Revenue,980.68
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778460,Revenue,513.76
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778521,Revenue,610.56
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778612,Revenue,911.02
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778429,Revenue,800.00
Adult and Culture,Social Services-Carefirst,2010-08-17,Redacted Personal Data,4778413,Revenue,1666.25
