Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,862,201709,ST CUTHBERTS HOUSE LTD,725.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,932,201709,DAVID LEWIS CENTRE,348.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,934,201709,FORESIGHT RESIDENTIAL LTD,1097,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,936,201709,AUTISM CARE UK 4,383.92,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",147039008,2,201709,PATHWAYS CARE GROUP,1246.82,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213823,1,201709,NORTHUMBRIA CALVERT TRUST,1040,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,544,201709,WAVERLEY LODGE CARE HOME,2046.68,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,729,201709,WAVERLEY LODGE CARE HOME,444,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213246,1,201709,KEYFORT GROUP LTD,4270.25,2017-12-06,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213528,2,201709,CLECE CARE SERVICES LTD,14795.44,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213530,2,201709,DALE CARE LTD,13875.64,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213533,2,201709,COMFORT CALL LTD,17230.96,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213536,2,201709,D H HOMECARE LTD,4057.48,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213537,1,201709,DK HOME SUPPORT,5393.92,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213538,1,201709,DK HOME SUPPORT,5393.92,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213807,1,201709,SPINAL HOMECARE,3900,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214485,1,201709,KEYFORT GROUP LTD,3994.75,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038852,3,201709,MENCAP,8204,2017-12-06,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038893,1,201709,L S CARE LIMITED,8260,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039005,3,201709,MENCAP,8036,2017-12-14,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026302,8,201709,GO CARS,303.33,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026396,4,201709,DEAN TAXIS LTD,80,2017-12-20,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,287,201709,ASHDOWN CARE HOMES LTD,744,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038901,3,201709,PERCY HEDLEY FOUNDATION,1064.4,2017-12-07,
"Care, Wellbeing & Learning",Premises,Rep & Maint,43978027,0,201709,SARABEC LTD,577.8,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214443,1,201709,SIGHT SERVICE,1875,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214455,1,201709,NORTH REGIONAL ASSOC. FOR SENSORY SUPPORT,10000,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214457,1,201709,RNIB,1000,2017-12-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026396,5,201709,DEAN TAXIS LTD,840,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1537,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1774,201709,O2 (UK) LTD,0.33,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1631,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1662,201709,O2 (UK) LTD,0.37,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1663,201709,O2 (UK) LTD,11.32,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1683,201709,O2 (UK) LTD,11.32,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1688,201709,O2 (UK) LTD,11.32,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1714,201709,O2 (UK) LTD,11.32,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1746,201709,O2 (UK) LTD,5.09,2017-12-20,
"Care, Wellbeing & Learning",Employees,Indirect Employee Expenses,43979877,0,201709,GUARDIAN NEWS & MEDIA LTD,500,2017-12-22,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300000279,0,201709,CLICK TRAVEL LTD,81.1,2017-12-07,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,321,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,665,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,667,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,678,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1296,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1298,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1299,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,14,201709,O2 (UK) LTD,6.28,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,16,201709,O2 (UK) LTD,6.28,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,17,201709,O2 (UK) LTD,6.28,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,19,201709,O2 (UK) LTD,6.28,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,42,201709,O2 (UK) LTD,6.28,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,362,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,666,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,672,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,704,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1326,201709,O2 (UK) LTD,6.13,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1330,201709,O2 (UK) LTD,6.13,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1334,201709,O2 (UK) LTD,6.13,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1336,201709,O2 (UK) LTD,6.13,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1339,201709,O2 (UK) LTD,6.13,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1670,201709,O2 (UK) LTD,13.95,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1677,201709,O2 (UK) LTD,13.95,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1681,201709,O2 (UK) LTD,16.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1719,201709,O2 (UK) LTD,16.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1726,201709,O2 (UK) LTD,16.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1735,201709,O2 (UK) LTD,16.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1739,201709,O2 (UK) LTD,16.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1744,201709,O2 (UK) LTD,16.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1765,201709,O2 (UK) LTD,16.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1893,201709,O2 (UK) LTD,16.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1975,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1989,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2007,201709,O2 (UK) LTD,16.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2024,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,12,201709,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),4800,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,76,201709,AKARI CARE LIMITED,4800,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,299,201709,COMMUNITY INTEGRATED CARE,7932,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,378,201709,FOUR SEASONS HEALTHCARE LTD,2178.56,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,761,201709,FOUR SEASONS HEALTHCARE LTD,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,1115,201709,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),402.6,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,11,201709,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),620.2,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,190,201709,EMBRACE  GROUP,2824.2,2017-12-22,
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41213726,1,201709,REDACTED - Personal Information,1500,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213450,1,201709,INTERACTIVE DEVELOPMENT LTD,2044,2017-12-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213450,2,201709,INTERACTIVE DEVELOPMENT LTD,868,2017-12-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213450,3,201709,INTERACTIVE DEVELOPMENT LTD,1344,2017-12-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038852,6,201709,MENCAP,13951.28,2017-12-06,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038852,7,201709,MENCAP,6328,2017-12-06,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038852,9,201709,MENCAP,11340,2017-12-06,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038852,10,201709,MENCAP,10528,2017-12-06,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038852,11,201709,MENCAP,8400,2017-12-06,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038890,3,201709,ST ANNES COMMUNITY SERVICES,17215.92,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038890,5,201709,ST ANNES COMMUNITY SERVICES,15438,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038890,7,201709,ST ANNES COMMUNITY SERVICES,28163.17,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038890,8,201709,ST ANNES COMMUNITY SERVICES,19387.74,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038890,9,201709,ST ANNES COMMUNITY SERVICES,21289.8,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038890,11,201709,ST ANNES COMMUNITY SERVICES,16479.8,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038890,13,201709,ST ANNES COMMUNITY SERVICES,29485.48,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038891,1,201709,UNITED RESPONSE,18144,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038892,1,201709,UNITED RESPONSE,29748,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038895,2,201709,COQUET TRUST,10080,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,1,201709,COMMUNITY INTEGRATED CARE,16800,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,2,201709,COMMUNITY INTEGRATED CARE,3528,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,3,201709,COMMUNITY INTEGRATED CARE,13776,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,5,201709,COMMUNITY INTEGRATED CARE,7812,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,6,201709,COMMUNITY INTEGRATED CARE,8400,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,7,201709,COMMUNITY INTEGRATED CARE,16016,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,8,201709,COMMUNITY INTEGRATED CARE,17948,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,9,201709,COMMUNITY INTEGRATED CARE,7476,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,10,201709,COMMUNITY INTEGRATED CARE,7728,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,11,201709,COMMUNITY INTEGRATED CARE,8008,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,13,201709,COMMUNITY INTEGRATED CARE,9968,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038899,14,201709,COMMUNITY INTEGRATED CARE,12376,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038978,2,201709,INTERACTIVE DEVELOPMENT LTD,8946.98,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038988,1,201709,INTERACTIVE DEVELOPMENT LTD,14574.75,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038989,1,201709,INTERACTIVE DEVELOPMENT LTD,665,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039005,7,201709,MENCAP,13944,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039005,8,201709,MENCAP,6328,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039005,10,201709,MENCAP,11340,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039005,11,201709,MENCAP,10528,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039005,12,201709,MENCAP,8400,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213449,1,201709,LOCH ARTHUR CAMPHILL COMMUNITY LTD,2503.2,2017-12-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038979,1,201709,AUTISM CARE UK 4,29435.2,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213206,1,201709,THREE RIVERS CHARITABLE HOUSING ASS,10837.32,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,215,201709,UNITED RESPONSE,3552.56,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,217,201709,UNITED RESPONSE,3552.56,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,281,201709,COMMUNITY INTEGRATED CARE,12634.4,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,284,201709,COMMUNITY INTEGRATED CARE,37302.36,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,285,201709,ASHDOWN CARE HOMES LTD,12209.92,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,298,201709,COMMUNITY INTEGRATED CARE,7553.68,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,331,201709,ASHDOWN CARE HOMES LTD,1106.4,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,333,201709,ASHDOWN CARE HOMES LTD,2700.72,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,389,201709,COMMUNITY INTEGRATED CARE,18272.92,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,493,201709,CLIFFORD HOUSE HOMES LTD,486.97,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,528,201709,NEWLIFE CARE SERVICES,3673,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,530,201709,COMMUNITY INTEGRATED CARE,5594,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038980,1,201709,ESPA LTD,6438.48,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038980,2,201709,ESPA LTD,99.6,2017-12-14,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,811,201709,COMMUNITY INTEGRATED CARE,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,828,201709,ASHDOWN CARE HOMES LTD,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,830,201709,NEWLIFE CARE SERVICES,537.8,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,853,201709,COMMUNITY INTEGRATED CARE,1060.32,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,856,201709,COMMUNITY INTEGRATED CARE,940.4,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,872,201709,ASHDOWN CARE HOMES LTD,805.2,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",147038980,3,201709,ESPA LTD,427,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213206,2,201709,THREE RIVERS CHARITABLE HOUSING ASS,3612.44,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,70,201709,CARE UK LTD,11904,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,103,201709,HENSHAWS SOCIETY FOR BLIND PEOPLE,4838.08,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,147,201709,ASHDOWN PLUS LLP,3605,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,154,201709,ASHDOWN PLUS LLP,13330.12,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,218,201709,UNITED RESPONSE,5500.12,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,263,201709,THE ROPERY PARAMOUNT CARE GATESHEAD LTD,56593.8,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,278,201709,ASHDOWN CARE HOMES LTD,26205.15,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,283,201709,COMMUNITY INTEGRATED CARE,9881.8,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,290,201709,ASHDOWN CARE HOMES LTD,18102.36,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,300,201709,COMMUNITY INTEGRATED CARE,14368,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,309,201709,ASPIRE HEALTHCARE LIMITED,8539.8,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,330,201709,ASHDOWN CARE HOMES LTD,8704.76,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,332,201709,ASHDOWN CARE HOMES LTD,11702.44,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,341,201709,THE OAKS,6212.92,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,343,201709,COMMUNITY INTEGRATED CARE,7208,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,383,201709,HEATHER HOUSE,26490.24,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,407,201709,LIFEWAYS COMMUNITY CARE,2800,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,445,201709,AKARI CARE LIMITED,2332.4,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,489,201709,CLIFFORD HOUSE HOMES LTD,1375.66,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,490,201709,CLIFFORD HOUSE HOMES LTD,3589.72,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,492,201709,CLIFFORD HOUSE HOMES LTD,1004.63,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039004,1,201709,PATHWAYS CARE GROUP,7554.7,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039006,1,201709,PATHWAYS CARE GROUP,7554.7,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039007,1,201709,PATHWAYS CARE GROUP,5159.29,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213796,1,201709,ESPA LTD,9093.28,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,529,201709,PERCY HEDLEY CENTRE,140,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,532,201709,PARK LODGE (SWANTON),185203.25,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,535,201709,GAINFORD CARE HOMES,1479.94,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,541,201709,POSITIVE APPROACH SERVICES LTD,7558.96,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,551,201709,BROOKVALE,3470.24,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,554,201709,CITY OF SUNDERLAND,11717.12,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,565,201709,MILBURY CARE SERVICES LTD,6797.96,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,566,201709,MILBURY CARE SERVICES LTD,24583.67,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,568,201709,PERCY HEDLEY FOUNDATION,11183.36,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,569,201709,AUTISM NORTH C/O TRINITY HOUSE,9723.2,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,574,201709,JANE PERCY HOUSE COMPANY,3228.68,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,580,201709,LIFEWAYS COMMUNITY CARE,15945.93,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,581,201709,LIFEWAYS COMMUNITY CARE,9904.88,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,583,201709,THREE PIPS,6823.28,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,585,201709,YAD VOEZER LTD,4009.12,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,586,201709,POSITIVE APPROACH SERVICES LTD,2433.28,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,587,201709,POSITIVE APPROACH SERVICES LTD,2694.44,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,589,201709,PATHWAYS CARE GROUP,9326.32,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,596,201709,NORTH EAST AUTISM SOCIETY,11606.16,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,600,201709,LANCHESTER COURT,6152,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,604,201709,TYNE & WEAR AUTISTIC SOCIETY - MOORPINE,16732.4,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,610,201709,FORESIGHT RESIDENTIAL LTD,2371.64,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,612,201709,AUTISM CARE UK 4,8391.2,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,615,201709,S E L F LTD,9499.92,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,617,201709,ASPIRE HEALTHCARE LIMITED,2832.16,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,623,201709,WILKINSON PARK CARELINE LIFESTYLES (UK) LTD,2439.52,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,624,201709,YOUNG FOUNDATIONS,13000,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,627,201709,AUTISM NORTH LTD,9649.76,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,630,201709,NORTH EAST AUTISM SOCIETY,4915.72,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,640,201709,RESOLVE (LOW HOUSE),9491.8,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,641,201709,GAINFORD CARE HOMES,24333.72,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,644,201709,NORTH EAST AUTISM SOCIETY,7790.32,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,648,201709,NORTH EAST AUTISM SOCIETY,9792.64,2017-12-22,
