Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031249,3,201902,REDACTED - Personal Information,400,2019-05-02,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031265,9,201902,LARS CARS LTD T/A STREET CARS,1088,2019-05-02,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031265,12,201902,LARS CARS LTD T/A STREET CARS,924,2019-05-02,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031332,1,201902,REDACTED - Personal Information,1300,2019-05-10,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031395,15,201902,NORTH EAST ACCESSIBLE TRANSPORT,1566.55,2019-05-14,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031413,4,201902,BURNOPFIELD TAXIS,1150,2019-05-16,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,1,201902,CENTRAL TAXIS GATESHEAD LIMITED,745,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,2,201902,CENTRAL TAXIS GATESHEAD LIMITED,938,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,4,201902,CENTRAL TAXIS GATESHEAD LIMITED,360,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,7,201902,CENTRAL TAXIS GATESHEAD LIMITED,418.5,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,9,201902,CENTRAL TAXIS GATESHEAD LIMITED,537,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,11,201902,CENTRAL TAXIS GATESHEAD LIMITED,1200,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,14,201902,CENTRAL TAXIS GATESHEAD LIMITED,156,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031489,16,201902,DEAN TAXIS LTD,240,2019-05-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,7,201902,DEAN TAXIS LTD,192,2019-05-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,8,201902,DEAN TAXIS LTD,351,2019-05-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,9,201902,DEAN TAXIS LTD,42,2019-05-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,18,201902,DEAN TAXIS LTD,556,2019-05-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,21,201902,DEAN TAXIS LTD,100,2019-05-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,23,201902,DEAN TAXIS LTD,60,2019-05-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,26,201902,DEAN TAXIS LTD,303,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251017,1,201902,NORTH EAST AUTISM SOCIETY,1271.5,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41250266,1,201902,EBONEY HOME CARE LTD,1341.18,2019-05-09,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41250804,1,201902,SUNDERLAND CITY COUNCIL,1319.5,2019-05-16,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251559,1,201902,CAMBIAN WHINFELL SCHOOL LTD,6500,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251831,1,201902,GAPPS DAY SERVICE,1871.68,2019-05-31,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044310,1,201902,NORTH EAST AUTISM SOCIETY,14194.24,2019-05-16,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044349,1,201902,PRS INCLUSION SERVICES,3070.76,2019-05-17,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,716,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,717,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,722,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,723,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,730,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,934,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,937,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,939,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,941,201902,O2 (UK) LTD,4.62,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,943,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,944,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,945,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,947,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,949,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,950,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2068,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031249,2,201902,REDACTED - Personal Information,153,2019-05-02,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,156,201902,O2 (UK) LTD,1.08,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,165,201902,O2 (UK) LTD,10.1,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,395,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,859,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1624,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2340,201902,O2 (UK) LTD,4.62,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2359,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,38,201902,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),5143.84,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,196,201902,ROSEWOOD HR SERVICES LTD,2956.64,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,375,201902,LIFEWAYS COMMUNITY CARE,7877.44,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,413,201902,CARELINE LIFESTYLES LTD,4525.84,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,426,201902,AKARI CARE LIMITED,2608.64,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,560,201902,CARELINE LIFESTYLES LTD,5221.64,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,582,201902,MENTAL HEALTH CONCERN,1846.08,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,597,201902,NORTHVIEW LODGE CARE HOME,4405.36,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,698,201902,CARELINE LIFESTYLES LTD,343.4,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,723,201902,LIFEWAYS COMMUNITY CARE,552.4,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,67,201902,AKARI CARE LIMITED,2664.64,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,92,201902,AKARI CARE LIMITED,2860.64,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,345,201902,GAINFORD CARE HOMES LTD,6025.08,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,37,201902,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),5782.64,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,444,201902,CARELINE LIFESTYLES LTD,6484,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044256,15,201902,COMMUNITY INTEGRATED CARE,1842.79,2019-05-09,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,312,201902,ASHDOWN CARE HOMES LTD,2224.8,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,772,201902,ASHDOWN CARE HOMES LTD,409,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,36,201902,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),25175.69,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,247,201902,ASHDOWN PLUS LLP,5730.88,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,269,201902,ASPIRE HEALTHCARE LIMITED,2702.72,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,275,201902,ASPIRE HEALTHCARE LIMITED,7581.88,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,287,201902,ST CUTHBERTS HOUSE LTD,6636,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,294,201902,ASPIRE HEALTHCARE LIMITED,3029.2,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,315,201902,ASHDOWN CARE HOMES LTD,868,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,317,201902,ASHDOWN CARE HOMES LTD,636,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,367,201902,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,9564,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,404,201902,CARELINE LIFESTYLES LTD,833.4,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,484,201902,MILEWOOD HEALTHCARE LTD,5229.84,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,501,201902,VOYAGE 1 LTD,6180,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,526,201902,MARIPOSA CARE GROUP LTD,2218.2,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,538,201902,S E L F LTD,4840,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,549,201902,LANCHESTER COURT,6108,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,550,201902,ASPIRE HEALTHCARE LIMITED,52080,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,569,201902,PATHWAYS CARE GROUP - HARMONY HOUSE,36600,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,576,201902,GAINFORD CARE HOMES,3760,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,585,201902,ASPIRE HEALTHCARE LIMITED,8174.52,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,586,201902,ASPIRE HEALTHCARE LIMITED,5459,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,594,201902,NORTHVIEW LODGE CARE HOME,1160,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,796,201902,ST CUTHBERTS HOUSE LTD,416.8,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,811,201902,ASPIRE HEALTHCARE LIMITED,341.96,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,812,201902,ASPIRE HEALTHCARE LIMITED,1076.84,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,945,201902,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),409,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,112,201902,AKARI CARE LIMITED,2032,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,180,201902,WARDLEY GATE CARE CENTRE,2567,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,276,201902,ASPIRE HEALTHCARE LIMITED,2509.08,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,280,201902,ASPIRE HEALTHCARE LIMITED,5748.72,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,289,201902,ST CUTHBERTS HOUSE LTD,10880,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,368,201902,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,3188,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,423,201902,COVENT HOUSE,2420,2019-05-15,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020310,555,201902,MULROY NURSING HOME,3463.52,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,794,201902,ST CUTHBERTS HOUSE LTD,405.6,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,810,201902,ASPIRE HEALTHCARE LIMITED,557.72,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,913,201902,WARDLEY GATE CARE CENTRE,572.4,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,1005,201902,COVENT HOUSE,556.16,2019-05-15,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020310,1012,201902,AKARI CARE LIMITED,409,2019-05-15,
"Care, Wellbeing & Learning",Premises,Energy,41251397,1,201902,EDF ENERGY,1173.14,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41250033,3,201902,CLECE CARE SERVICES LTD,3618.3,2019-05-03,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251696,3,201902,D H HOMECARE LTD,2206.08,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251700,2,201902,KELLY PARK LIMITED,2160.12,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251702,2,201902,NURTURED CARE NE LTD,199.16,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251703,4,201902,COMFORT CALL LTD,1152.83,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251706,3,201902,CLECE CARE SERVICES LTD,3496.79,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251709,3,201902,DALE CARE LTD,1930.32,2019-05-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251833,1,201902,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,527.31,2019-05-31,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251852,1,201902,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,513.15,2019-05-31,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044223,6,201902,MENCAP,3291,2019-05-03,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044259,3,201902,HELPING HANDS COMMUNITY CARE,878.7,2019-05-09,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044259,5,201902,HELPING HANDS COMMUNITY CARE,118,2019-05-09,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044311,3,201902,LIVABILITY,1195.16,2019-05-16,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044336,2,201902,INTERACTIVE DEVELOPMENT LTD,1244,2019-05-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044501,3,201902,HELPING HANDS COMMUNITY CARE,901.9,2019-05-31,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044351,2,201902,CREATIVE SUPPORT,31.1,2019-05-16,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044351,3,201902,CREATIVE SUPPORT,75.35,2019-05-16,
"Care, Wellbeing & Learning",Premises,Security & Insurance,41250611,1,201902,PRECI NO.1 S.A.R.L,911.52,2019-05-14,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,87,201902,O2 (UK) LTD,0.02,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1572,201902,O2 (UK) LTD,0.18,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2411,201902,O2 (UK) LTD,0.38,2019-05-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147044258,3,201902,UNITED RESPONSE,6235.39,2019-05-09,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1641,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2160,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001109,11,201902,CLICK TRAVEL LTD,11.5,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001109,55,201902,CLICK TRAVEL LTD,9.95,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,535,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1430,201902,O2 (UK) LTD,2.11,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1433,201902,O2 (UK) LTD,2.34,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1446,201902,O2 (UK) LTD,3.16,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1495,201902,O2 (UK) LTD,1.92,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1504,201902,O2 (UK) LTD,0.96,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1559,201902,O2 (UK) LTD,0.87,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2043,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,147,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,150,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,151,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,159,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,164,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,167,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,168,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,169,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,170,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,171,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,172,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,176,201902,O2 (UK) LTD,25,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,177,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,179,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,181,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,184,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,185,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1155,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1298,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1414,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1417,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1419,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1423,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1425,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1429,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1447,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1451,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1481,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1520,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1920,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1931,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1932,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2317,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2416,201902,O2 (UK) LTD,0.03,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2443,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1706,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1707,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1709,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1713,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2259,201902,O2 (UK) LTD,0.59,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,212,201902,O2 (UK) LTD,0.24,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,474,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,475,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,476,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,477,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,478,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,480,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,482,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,487,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,490,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,491,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,977,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,980,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1160,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1164,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1167,201902,O2 (UK) LTD,1.18,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1408,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1769,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1770,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1771,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1772,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1783,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1811,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1812,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1813,201902,O2 (UK) LTD,10,2019-05-21,
