Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204298/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204275/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204273/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204279/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204335/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204280/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204158/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204332/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204278/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204331/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,20.60,204267/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204330/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204277/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204301/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-22,HELP-LINK UK LTD,1576746,98.16,204180/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206159/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,191996/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206309/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206144/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206307/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206075/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,204314/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206076/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206145/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206310/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206286/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206136/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,30.90,206284/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206074/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206292/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206137/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206291/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206305/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206143/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206303/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,197958/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206301/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206141/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-29,HELP-LINK UK LTD,1577061,98.16,206293/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204107/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,199715/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204156/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204042/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204154/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204027/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204153/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204143/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204030/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204142/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204125/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204029/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204109/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204021/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204028/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204058/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204157/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204038/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204150/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204013/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204149/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204037/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204146/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573017,98.16,204026/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204040/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204041/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204047/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204048/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204112/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204114/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204116/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204118/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204119/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204145/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204147/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204197/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204198/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204202/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204205/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204217/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204219/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204220/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204221/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204222/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204039/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204007/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204223/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-01,HELP-LINK UK LTD,1573019,98.16,204011/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,202111/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204325/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204168/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204324/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204172/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204073/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204076/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204169/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204327/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204171/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204075/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204322/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204151/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204321/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204068/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204230/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204079/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204179/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204074/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204177/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204078/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204176/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204175/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-08,HELP-LINK UK LTD,1575984,98.16,204077/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204268/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204270/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204271/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204283/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204284/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204285/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204287/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204228/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204248/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204182/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204185/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204261/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204262/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204263/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204264/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204265/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204090/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204288/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204289/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-07-15,HELP-LINK UK LTD,1576348,98.16,204290/1
