Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Pay date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-21,DALESAUNA LTD,4693856,311.91,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,DALESAUNA LTD,4694654,344.5,Hydro Swimming Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-14,DALESAUNA LTD,4693641,1350,Hydro Swimming Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-28,DAVIES & CO (ENVIRONMENTAL) LTD,4695074,2495,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Rents & Wayleaves,2018-03-28,DUCHY OF LANCASTER,4693951,2020,Half yearly Rent in Advance
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-21,FACULTATIEVE TECHNOLOGIES LTD,4693186,292.11,HARROGATE  CREMATOR NO1 AB2
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-21,FACULTATIEVE TECHNOLOGIES LTD,4693414,962.5,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,FACULTATIEVE TECHNOLOGIES LTD,4693550,275,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,FACULTATIEVE TECHNOLOGIES LTD,4693309,296.96,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,FACULTATIEVE TECHNOLOGIES LTD,4693204,743.19,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,FACULTATIEVE TECHNOLOGIES LTD,4693415,3091.2,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,FRONTIER PITTS LTD,4694670,1260.27,Harrogate Convention Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-26,HAWKESWORTH APPLIANCE TESTING LTD,4694657,380.9,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-21,ICE PLUMBING AND WATER SERVICES LTD,4693567,374.89,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-28,JAPS ENGINEERING,4695265,680,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-05,KD CARPETS (KNARESBOROUGH),4693452,615,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-05,KD CARPETS (KNARESBOROUGH),4693452,790,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-14,METRO ROD LTD,4692838,210,Waterside Public Conveiences
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,METRO ROD LTD,4694247,290,MAGNESIA WELL TEA ROOM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-28,METRO ROD LTD,4695253,385,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-19,NEWTON ELECTRICAL CONTRACTORS UK LTD,4693281,697.98,Hydro Pool  Install ring main circuit for handhairdryers Quote Ref NEC 20 170087
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-19,NEWTON ELECTRICAL CONTRACTORS UK LTD,4693281,397.98,Hydro Pool  Install ring main circuit for handhairdryers Quote Ref NEC 20 170087
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-19,NEWTON ELECTRICAL CONTRACTORS UK LTD,4693281,397.98,Hydro Pool  Install ring main circuit for handhairdryers Quote Ref NEC 20 170087
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-28,NEWTON ELECTRICAL CONTRACTORS UK LTD,4694353,1636.15,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-07,NEWTON ELECTRICAL CONTRACTORS UK LTD,4692683,9112.12,Replace Immersion Heater
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2018-03-07,NEWTON ELECTRICAL CONTRACTORS UK LTD,4692462,411.56,Carry out Remedial Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2018-03-07,NEWTON ELECTRICAL CONTRACTORS UK LTD,4692459,616.94,Carry out remedial works to emergency lights
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2018-03-07,NEWTON ELECTRICAL CONTRACTORS UK LTD,4692456,639.32,Carry out Remedial Works as Per Quotation
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2018-03-07,NEWTON ELECTRICAL CONTRACTORS UK LTD,4692458,648.32,Carry out emergency lighting remedial works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-07,NEWTON ELECTRICAL CONTRACTORS UK LTD,4692457,314.2,Carry out emergency lighting remedial works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-26,NEWTON ELECTRICAL CONTRACTORS UK LTD,4694655,9899,ORDER CLOSED DOWN
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-07,NORTH YORKSHIRE MOUNTED RANGER,4693887,385,CLARO RD DEPOT
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-07,NORTH YORKSHIRE MOUNTED RANGER,4693886,500,CIVIC CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694531,204.17,ELEC - KNARESBOROUGH HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694539,210.91,"ELEC - SUN PAVILLION, VERANDAH"
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694550,260.74,ELEC - BONDS END PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694483,227.99,ELEC - JENNYFIELDS CC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694482,342.49,ELEC - MERCER GALLERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694494,428.35,ELEC - RIPON TOWN HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694491,479.46,ELEC - PUMP ROOM MUSEUM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-21,NPOWER LTD,4693798,484.14,Elec - Pump Room Museum
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694545,578.22,ELEC - STONEFALL CEMETERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694478,672.13,ELEC - CRESCENT GARDENS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694489,849.98,ELEC - HARLOW HILL NURSERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694480,919.13,ELEC - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694526,1005.6,ELEC - COUNCIL OFFICES PATELEY BRIDGE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694492,1194.95,ELEC - RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694485,1205.47,ELEC -STONEFALL CREMATORIUM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694481,1273.82,ELEC -TOWER ST MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694474,1361.11,ELEC - RIPON LEISURE CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694487,1502.88,ELEC - CLARO ROAD DEPOT (OFFICES)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694490,1599.92,ELEC - NIDDERDALE SWIMMING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694495,2058.38,ELEC - CONYNGHAM HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694476,2268.65,ELEC -  JUBILEE MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694497,2491.52,ELEC - KNNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694479,3838.76,ELEC - ROYAL BATHS (exTIC & TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694499,4414.71,ELEC - VICTORIA MSCP inc PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694486,4473.39,ELEC - KNAPPING MOUNT OFFICES
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694475,7193.55,ELEC - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2018-03-28,NPOWER LTD,4694498,31686.89,ELEC - HIC (inc QUEENS SUITE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694531,9.54,ELEC - KNARESBOROUGH HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694539,9.85,"ELEC - SUN PAVILLION, VERANDAH"
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694483,9.58,ELEC - JENNYFIELDS CC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694482,15.46,ELEC - MERCER GALLERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694494,20.08,ELEC - RIPON TOWN HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694491,20.84,ELEC - PUMP ROOM MUSEUM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-21,NPOWER LTD,4693798,21.63,Elec - Pump Room Museum
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694545,27.25,ELEC - STONEFALL CEMETERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694478,29.84,ELEC - CRESCENT GARDENS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694489,44.38,ELEC - HARLOW HILL NURSERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694480,43.24,ELEC - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694526,62.92,ELEC - COUNCIL OFFICES PATELEY BRIDGE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694492,55.12,ELEC - RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694485,53.74,ELEC -STONEFALL CREMATORIUM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694481,64.74,ELEC -TOWER ST MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694474,59.9,ELEC - RIPON LEISURE CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694487,75.93,ELEC - CLARO ROAD DEPOT (OFFICES)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694490,79.08,ELEC - NIDDERDALE SWIMMING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694495,103.52,ELEC - CONYNGHAM HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694476,109.22,ELEC -  JUBILEE MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694497,123.86,ELEC - KNNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694479,188.89,ELEC - ROYAL BATHS (exTIC & TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694499,210.76,ELEC - VICTORIA MSCP inc PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694486,211.47,ELEC - KNAPPING MOUNT OFFICES
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694475,360.03,ELEC - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2018-03-28,NPOWER LTD,4694498,1673.09,ELEC - HIC (inc QUEENS SUITE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Energy Conservation,2018-03-14,NPOWER YORKSHIRE LTD,4693224,440,SOLAR PANELS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2018-03-05,PHS GROUP PLC,4693570,1447.63,Conference Centre Royal Hall Ripon Road Kings Road Harrogate
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Rents & Wayleaves,2018-03-26,RIPLEY CASTLE,4691817,1701,Quarterly Charge for Ripley Public Toilet Rental
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Heating Oil,2018-03-07,RIX PETROLEUM (HULL) LIMITED,4692415,451.1,Kero
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Heating Oil,2018-03-07,RIX PETROLEUM (HULL) LIMITED,4692346,3612,Gas Oil
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-12,ROBINSONS FACILITIES SERVICES,4693712,792.17,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-05,ROBINSONS FACILITIES SERVICES,4693720,902,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-28,ROBINSONS FACILITIES SERVICES,4693505,962.68,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-12,ROBINSONS FACILITIES SERVICES,4693710,1909.04,Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-14,ROBINSONS FACILITIES SERVICES,4692956,210,Harrogate Convention Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-28,ROBINSONS FACILITIES SERVICES,4693687,290,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-28,ROBINSONS FACILITIES SERVICES,4693506,344.51,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-28,ROBINSONS FACILITIES SERVICES,4693686,348.54,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-28,ROBINSONS FACILITIES SERVICES,4693655,431.48,Out of Hours Call
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-07,ROBINSONS FACILITIES SERVICES,4693711,497.5,HIC Plant room chillers
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,ROBINSONS FACILITIES SERVICES,4694034,589.36,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,ROBINSONS FACILITIES SERVICES,4693339,660.41,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-28,ROBINSONS FACILITIES SERVICES,4693692,977.04,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-14,ROBINSONS FACILITIES SERVICES,4692692,1992,Fairfax Community Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-28,ROBINSONS FACILITIES SERVICES,4693656,1995.8,District Heating  Tourist
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-14,ROBINSONS FACILITIES SERVICES,4693496,2624.61,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-12,ROBINSONS LIGHTING LTD,4693120,365,WORKS AT VALLEY GARDENS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-07,ROBINSONS LIGHTING LTD,4690724,400,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-07,ROBINSONS LIGHTING LTD,4690724,652.97,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693769,947.75,FIRE ALARM SERVICE MAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,930.25,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,392,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,420.75,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,147,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,567.75,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,147,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,491.25,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,45.5,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,76.5,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,ROSSE SYSTEMS,4693930,266.5,FIRE ALARM  and  EMERGENCY LIGHTING SERVICEMAINTENANCE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-21,THE TEX SERVICES GROUP,4693300,240,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-14,THE TEX SERVICES GROUP,4693016,240,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-07,VIPER PNEUMATICS LLP,4694028,440,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-07,VIPER PNEUMATICS LLP,4694028,580,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2018-03-28,VIPOND FIRE PROTECTION LTD,4694798,639.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,W K PROPERTY SERVICES,4694221,433.86,WORKS AFTER REMOVAL OF FIRE HOSES
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2018-03-14,WALTER HARTLEY LTD,4693820,1060,JENNYFIELD COMMUNITY CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,WALTER HARTLEY LTD,4693662,267.48,COPPICE NURSERY REPAIR DOOR INTERCOM  and  FIT
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,WESTMINSTER CONTROLS LTD,4693913,300,Labour to investigate fault  EINC to be deemed faulty
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,WESTMINSTER CONTROLS LTD,4693914,700,Replaced IQ3 Controller with used model
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2018-03-21,WESTMINSTER CONTROLS LTD,4693912,897,Supply of new fQ4NC comms node controller
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-21,YORKSHIRE WATER PLC,4694706,709.63,WATER - EXHIBITION HALLS G&H
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-19,YORKSHIRE WATER PLC,4694580,660.32,WATER - HARROGATE ROAD PADDLING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-26,YORKSHIRE WATER PLC,4694584,352.75,WATER - KNAPPING MOUNT OFFICES
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-19,YORKSHIRE WATER PLC,4694575,250.75,WATER - COUNCIL OFFICES PATELEY BRIDGE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-21,YORKSHIRE WATER PLC,4694697,293.9,WATER - MINSTER GARDENS PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-21,YORKSHIRE WATER PLC,4694702,306.98,WATER - RECREATION GROUND PATELEY BRIDGE PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-19,YORKSHIRE WATER PLC,4694582,352.75,WATER - KNAPPING MOUNT OFFICES
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-28,YORKSHIRE WATER PLC,4695480,405.04,"ACCR1718  Water - Park Street Tennis Courts, Ripon"
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-28,YORKSHIRE WATER PLC,4695481,405.04,ACCR1718  Water - Ripon Market Place Car Park
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2018-03-26,YORKSHIRE WATER PLC,4694887,407.33,Water - Knaresborough Pool
