Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2017-11-29,PLATINUM PRINT LTD,4686124,1937.04,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2017-11-22,PLATINUM PRINT LTD,4686185,3039.00,New Customer Mailing
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2017-11-22,PLATINUM PRINT LTD,4686185,688,New Customer Mailing
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2017-11-22,PLATINUM PRINT LTD,4686185,688,New Customer Mailing
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2017-11-27,PLATINUM PRINT LTD,4687487,4555.04,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2017-11-29,STRAY FM,4686392,748,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2017-11-29,BERENDSEN UK LTD,4686661,966.35,Claro Road Supplies
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-22,EIBE PLAY LTD,4686179,27.19,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-22,EIBE PLAY LTD,4686179,126.96,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-22,EIBE PLAY LTD,4686179,144.95,
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2017-11-01,FUN TRAINING FOR RESULTS,4685191,600,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-29,GB SPORT & LEISURE UK LTD,4686965,2616.25,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-29,JUPITER PLAY & LEISURE LTD,4687328,11997.50,Steel Wave Swing
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-29,JUPITER PLAY & LEISURE LTD,4687328,960,Steel Wave Swing
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-29,JUPITER PLAY & LEISURE LTD,4687328,960,Steel Wave Swing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2017-11-08,LANDSCAPE SUPPLY COMPANY,4684696,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2017-11-08,LANDSCAPE SUPPLY COMPANY,4684696,100.68,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2017-11-08,LANDSCAPE SUPPLY COMPANY,4684696,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2017-11-08,LANDSCAPE SUPPLY COMPANY,4684696,25.17,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2017-11-08,LANDSCAPE SUPPLY COMPANY,4684696,50.34,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-08,PLAYSAFETY LTD,4686148,5005.00,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-01,PROLUDIC LTD,4685204,20,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-01,PROLUDIC LTD,4685204,119.42,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-01,PROLUDIC LTD,4685204,6.08,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-01,PROLUDIC LTD,4685204,54.56,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-01,PROLUDIC LTD,4685204,14.72,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-15,SHIRE AGGREGATES BULK LTD,4685229,336.6,
Harrogate Borough Council,Employees,R,Community,Technical,Temporary Staff,2017-11-27,TRAVAIL EMPLOYMENT GROUP LTD,4687570,244.14,
Harrogate Borough Council,Employees,R,Community,Technical,Temporary Staff,2017-11-08,TRAVAIL EMPLOYMENT GROUP LTD,4686385,250.4,
Harrogate Borough Council,Employees,R,Community,Technical,Temporary Staff,2017-11-08,TRAVAIL EMPLOYMENT GROUP LTD,4686451,250.4,
Harrogate Borough Council,Employees,R,Community,Technical,Temporary Staff,2017-11-06,TRAVAIL EMPLOYMENT GROUP LTD,4686309,467.68,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2017-11-29,TUDOR ENVIRONMENTAL,4686310,324.95,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2017-11-29,TUDOR ENVIRONMENTAL,4686310,155,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2017-11-29,TUDOR ENVIRONMENTAL,4686310,155,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2017-11-08,WICKSTEED LEISURE LTD,4684809,494.76,Flat seat cw fixings Whirlybird Drill on site
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685512,686.02,"Gas - Maple Creek, Masham (Comm)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685454,569.41,Gas - Bondgate Court Community H
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685496,294.82,Gas - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685455,344.66,Gas - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685511,373.44,"Gas - Maple Creek, Masham (Comm)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685459,323.83,Gas - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685508,418.17,"Gas - Maple Creek, Masham (Comm)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685506,433.75,"Gas - Maple Creek, Masham (Comm)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685509,529.49,"Gas - Maple Creek, Masham (Comm)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685452,611.13,Gas - Bondgate Court Community H
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685451,629.29,Gas - Bondgate Court Community H
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685453,656.25,Gas - Bondgate Court Community H
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685513,693.95,"Gas - Maple Creek, Masham (Comm)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685510,740.77,"Gas - Maple Creek, Masham (Comm)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685459,32.31,Gas - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Fixtures & Fittings,2017-11-08,JLA LTD,4684854,972.48,LABOUR INFORMATION
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-01,NPOWER LTD,4684953,215.59,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-01,NPOWER LTD,4684957,205.15,Elec - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-29,NPOWER LTD,4686814,222.1,Elec - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-01,NPOWER LTD,4684966,252.42,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-29,NPOWER LTD,4686821,264.79,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-01,NPOWER LTD,4684955,276.75,Elec - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-01,NPOWER LTD,4685920,287.79,"Elec - Maple Creek, Masham (Communal)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-08,NPOWER LTD,4685614,295.26,"Elec - Maple Creek, Masham (Communal)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-29,NPOWER LTD,4686812,303.82,Elec - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-01,NPOWER LTD,4684948,333.36,Elec - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-01,NPOWER LTD,4684954,342.73,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-29,NPOWER LTD,4686810,356.3,Elec - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-29,NPOWER LTD,4686811,360.51,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2017-11-01,NPOWER LTD,4684950,396.62,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-01,NPOWER LTD,4684953,9.28,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-01,NPOWER LTD,4684957,8.64,Elec - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-29,NPOWER LTD,4686814,9.36,Elec - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-01,NPOWER LTD,4684966,11.72,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-29,NPOWER LTD,4686821,12.23,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-01,NPOWER LTD,4684955,13.43,Elec - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-01,NPOWER LTD,4685920,13.93,"Elec - Maple Creek, Masham (Communal)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-08,NPOWER LTD,4685614,14.25,"Elec - Maple Creek, Masham (Communal)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-29,NPOWER LTD,4686812,14.57,Elec - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-01,NPOWER LTD,4684948,16.1,Elec - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-01,NPOWER LTD,4684954,16.6,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-29,NPOWER LTD,4686810,17.18,Elec - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-29,NPOWER LTD,4686811,17.39,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2017-11-01,NPOWER LTD,4684950,18.56,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Equipment,2017-11-08,SAFECONTROL LTD,4684877,367,Blossomgate Court
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Wel being Charges,2017-11-08,WEALDEN & EASTBOURNE LIFELINE LTD,4686522,2431.22,Monitoring services
Harrogate Borough Council,Premises,R,Community,Wardens Service,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686428,324.72,Water - Charlton Drive Community Centre
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Equipment,2017-11-06,BOB COWELL,4686215,276,To signage at parking area at Claro Depot
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-11-01,BRENNTAG UK LIMITED,4685045,136,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-11-01,BRENNTAG UK LIMITED,4685045,316,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-11-01,BRENNTAG UK LIMITED,4685045,90,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2017-11-01,BRENNTAG UK LIMITED,4685045,23,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-01,BROOK STREET (UK) LTD,4685682,381.92,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-01,BROOK STREET (UK) LTD,4685683,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-01,BROOK STREET (UK) LTD,4685684,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-01,BROOK STREET (UK) LTD,4685685,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-08,BROOK STREET (UK) LTD,4686250,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-08,BROOK STREET (UK) LTD,4686251,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-08,BROOK STREET (UK) LTD,4686252,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4686698,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4686699,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4686700,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4686701,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4686879,455.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4686880,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4686881,455.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,BROOK STREET (UK) LTD,4687503,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,BROOK STREET (UK) LTD,4687504,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,BROOK STREET (UK) LTD,4687505,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,BROOK STREET (UK) LTD,4687506,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-29,BROOK STREET (UK) LTD,4687848,455.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-29,BROOK STREET (UK) LTD,4687849,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-29,BROOK STREET (UK) LTD,4687850,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-29,BROOK STREET (UK) LTD,4687851,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Staff Advertising,2017-11-08,CIWM ENTERPRISES LTD,4685052,700,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-01,CORDANT PEOPLE LIMITED,4685724,1237.93,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-29,CORDANT PEOPLE LIMITED,4687521,431.45,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-29,CORDANT PEOPLE LIMITED,4687521,1346.43,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,CORDANT PEOPLE LIMITED,4686663,448.81,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,CORDANT PEOPLE LIMITED,4686663,1760.46,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,CORDANT PEOPLE LIMITED,4686552,1777.85,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,CORDANT PEOPLE LIMITED,4686552,431.42,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-22,CORDANT PEOPLE LIMITED,4687245,2226.66,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2017-11-01,EURO MUNICIPAL LTD,4684684,625,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2017-11-13,EURO MUNICIPAL LTD,4684988,625,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2017-11-15,EURO MUNICIPAL LTD,4686096,625,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2017-11-29,EURO MUNICIPAL LTD,4686581,625,RCV Hire 30th  and  31st Oct
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2017-11-22,EURO MUNICIPAL LTD,4686963,625,RCV Hire 23rd  27th Oct
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2017-11-22,FD TODD & SONS LTD,4686752,7154.81,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2017-11-27,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4687588,12965.07,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2017-11-27,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4687580,13876.02,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2017-11-15,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4686129,18188.81,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2017-11-15,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4686130,18267.92,CANS AND GLASS
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,2017-11-01,RB RECYCLING (SCARBOROUGH) LIMITED,4686000,1375.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,2017-11-01,RB RECYCLING (SCARBOROUGH) LIMITED,4686000,390,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,TRAVAIL EMPLOYMENT GROUP LTD,4686696,543.15,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-08,TRAVAIL EMPLOYMENT GROUP LTD,4686383,649.35,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,TRAVAIL EMPLOYMENT GROUP LTD,4686454,394.05,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,TRAVAIL EMPLOYMENT GROUP LTD,4686454,394.05,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,TRAVAIL EMPLOYMENT GROUP LTD,4686455,418.47,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,TRAVAIL EMPLOYMENT GROUP LTD,4686455,533.91,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,TRAVAIL EMPLOYMENT GROUP LTD,4686695,533.91,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,TRAVAIL EMPLOYMENT GROUP LTD,4686695,533.91,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,TRAVAIL EMPLOYMENT GROUP LTD,4687575,533.91,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,TRAVAIL EMPLOYMENT GROUP LTD,4687575,533.91,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-08,TRAVAIL EMPLOYMENT GROUP LTD,4686384,788.1,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-08,TRAVAIL EMPLOYMENT GROUP LTD,4686384,319.5,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,TRAVAIL EMPLOYMENT GROUP LTD,4687568,1771.56,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-27,TRAVAIL EMPLOYMENT GROUP LTD,4687568,347.13,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,TRAVAIL EMPLOYMENT GROUP LTD,4686694,1232.91,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-13,TRAVAIL EMPLOYMENT GROUP LTD,4686694,1077.30,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-08,TRAVAIL EMPLOYMENT GROUP LTD,4686450,1256.85,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2017-11-08,TRAVAIL EMPLOYMENT GROUP LTD,4686450,1232.91,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2017-11-29,YORWASTE LTD,4687332,3296.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Professional Subscriptions,2017-11-29,CIPFA,4687856,310,CIPFA membership  REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Professional Subscriptions,2017-11-29,CIPFA,4687857,310,CIPFA membership  REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Books & Publications,2017-11-15,CIPFA BUSINESS LTD,4685858,323.75,Code of Practice on Local Authority
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Books & Publications,2017-11-15,CIPFA BUSINESS LTD,4685858,320,Code of Practice on Local Authority
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Books & Publications,2017-11-15,CIPFA BUSINESS LTD,4685858,320,Code of Practice on Local Authority
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-20,DAISY RECRUITMENT LTD,4687052,266,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-01,DAISY RECRUITMENT LTD,4685536,332.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-06,DAISY RECRUITMENT LTD,4685945,332.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-20,DAISY RECRUITMENT LTD,4687281,332.5,
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-27,DAISY RECRUITMENT LTD,4687576,332.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Audit Fees,2017-11-22,MAZARS LLP,4687331,5120.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Superannuation,2017-11-29,NORTH YORKSHIRE COUNTY COUNCIL,4686887,14915.97,NYPF EARLY RETIREMENT RECHARGE 2017 18
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Staff Advertising,2017-11-13,REDACTED - PERSONAL DATA,4686665,396.8,Interview Expenses
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Other Recruitment,2017-11-01,SHL GROUP LTD,4684810,957.5,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,2017-11-22,TRAVELERS MANAGEMENT LTD,4686174,4572.00,REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-01,VENN GROUP LTD,4685333,225,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-22,VENN GROUP LTD,4686745,307.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-29,VENN GROUP LTD,4687309,330,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-08,VENN GROUP LTD,4685874,375,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,2017-11-15,VENN GROUP LTD,4686397,375,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,2017-11-01,LIBERATA UK LIMITED,4684677,555,Business Rates Review
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Audit Fees,2017-11-15,MAZARS LLP,4686875,7425.00,
Harrogate Borough Council,Transfer Payments,R,Corporate Affairs,Benefits,Rent Allowances,2017-11-22,REDACTED - PERSONAL DATA,4687447,450,Overpayment refund
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Chief Executive,Subscriptions,2017-11-22,SOLACE GROUP,4686395,398,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Chief Executive,Subscriptions,2017-11-27,WAKEFIELD MDC,4687594,1100.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Member Training Costs,2017-11-08,HASAN ASSOCIATES LIMITED,4684860,1200.00,Data Protection Training For Members
Harrogate Borough Council,Employees,R,Corporate Affairs,Committee Administration,Non Qualification Training,2017-11-08,LLG LEGAL TRAINING LTD,4685599,215,
Harrogate Borough Council,Employees,R,Corporate Affairs,Committee Administration,Other Employee Expenses,2017-11-29,PARK RETAIL LTD,4687720,439,
Harrogate Borough Council,Transport,R,Corporate Affairs,Committee Administration,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,11.8,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Communications & Marketing,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,11.6,REDACTED - PERSONAL DATA
