Body Name,Expenditure Category,Capital / Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653657,502.67,Gas - Ripon Town Hall
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653631,538.52,Gas - Knaresborough Community Centre
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653568,557.97,Gas - Killinghall Moor Changing Rooms
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653569,583.45,Gas - Ripon Spa Baths
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653594,612.26,Gas - Pump Room Museum
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653633,613.49,Gas - Sun Pavilion
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653679,630.64,Gas - Killinghall Moor Changing Rooms
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653674,720,Gas - Jennyfields CC
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653583,736.06,Gas - Knapping Mount Offices
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653690,789.72,Gas - Fairfax CC
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653705,897.21,Gas - Ripon Town Hall
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653676,954.72,Gas - Knaresborough Community Centre
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653579,1129.74,Gas - Hydro
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653655,1181.24,Gas - Mercer Gallery
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653661,1198.91,Gas - Knaresborough House
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653638,1217.10,Gas - Knapping Mount Offices
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653654,1238.36,Gas - Pump Room Museum
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653678,1283.40,Gas - Sun Pavilion
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653643,1388.30,Gas - Ripon Spa Baths
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653570,1443.91,Gas - Harlow Hill Nursery
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653702,1800.65,Gas - Pump Room Museum
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653703,1817.98,Gas - Mercer Gallery
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653571,2150.72,Gas - Exhibition Halls
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653660,2278.56,Gas - Castle Girls School
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653710,2423.01,Gas - Knaresborough House
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653689,2526.88,Gas - Ripon Spa Baths
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653683,2597.96,Gas - Knapping Mount Offices
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653709,2862.06,Gas - Castle Girls School
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653632,2920.30,Gas - Hydro
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653640,3434.48,Gas - Exhibition Halls
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653686,4228.77,Gas - Exhibition Halls
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653582,4278.40,Gas - Exhibition Halls G & H
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653637,4559.22,Gas - Exhibition Halls G & H
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653641,5174.26,Gas - Harlow Hill Nursery
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653682,6918.76,Gas - Exhibition Halls G & H
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653603,7594.69,Gas - Knaresborough Pool
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653687,8113.90,Gas - Harlow Hill Nursery
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653701,8558.24,Gas - Stonefall Crematorium
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653593,8625.05,Gas - Stonefall Crematorium
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653669,9321.32,Gas - Stonefall Crematorium
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653642,9685.68,Gas - Knaresborough Pool
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653688,11675.49,Gas - Knaresborough Pool
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653639,13306.21,Gas - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653685,20346.54,Gas - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653677,34735.34,Gas - Hydro
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652889,5.83,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652889,7.5,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652889,11.66,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652889,13.33,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652889,21.68,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652889,23.33,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652889,80,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652889,85,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652892,5,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652892,5,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652892,10,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652892,13.33,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652892,409.17,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,30,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,33.33,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,45.83,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,56.67,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,56.67,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,62.66,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,70,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,113.33,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,140,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,200,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Cleaning & Hygiene Services,2022-08-15,COXON BROTHERS,3652891,383.34,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-24,DALEBUILD LTD,3654011,774.73,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-31,DTMS LTD,3654806,794,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-17,ENVIRONTEC LIMITED,3652899,700,Compliance Works
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electricity,2022-08-22,EON NEXT ENERGY LIMITED,3654155,1283.60,Tnnis Crts Spa Pvlion
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electricity,2022-08-08,EON T/A NPOWER,3653737,1168.49,Crematorium
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electricity,2022-08-31,EON T/A NPOWER,3654984,1806.07,Crematorium
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electricity,2022-08-31,EON T/A NPOWER,3654983,1938.03,Crematorium
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-01,FRONTIER PITTS LTD,3652923,742.66,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-03,GME PAINTING CONTRACTORS LTD,3651779,250,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Roof Servicing,2022-08-15,HAMBLETON ROOFING LTD,3653519,385,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Roof Servicing,2022-08-22,HAMBLETON ROOFING LTD,3654071,680,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-24,HILL CANNON CONSULTING ENGINEERS LTD,3654067,750,Compliance Works
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,INTEGRATED UTILITY SERVICES,3654801,614.82,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-22,J HEWSON (BUILDERS) LTD,3654098,415,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-10,JANGRO NETWORK LIMITED,3652421,981.6,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-10,LEE WALKER PIPE & WELDING SERVICES,3653919,865,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-22,MATTHEW FILIPPI T/A M.E.F ELECTRICAL,3654223,690,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-03,METRO ROD LTD,3652760,700,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-31,NEWTON ELECTRICAL CONTRACTORS UK LTD,3653488,720,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,NEWTON ELECTRICAL CONTRACTORS UK LTD,3653528,247,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-17,NEWTON ELECTRICAL CONTRACTORS UK LTD,3653001,380,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-17,NEWTON ELECTRICAL CONTRACTORS UK LTD,3653346,418,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-24,OHES ENVIRONMENTAL LIMITED,3654540,2020.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-24,ONSITE CENTRAL LIMITED T/A INTERGRATED WATER SYSTEMS LTD,3653469,2995.20,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-24,PTSG ELECTRICAL SERVICES LTD,3654777,216.06,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-24,PTSG ELECTRICAL SERVICES LTD,3654768,223.46,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-24,PTSG ELECTRICAL SERVICES LTD,3654776,237.81,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-24,PTSG ELECTRICAL SERVICES LTD,3654778,369.71,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-24,PTSG ELECTRICAL SERVICES LTD,3654769,461.3,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-24,PTSG ELECTRICAL SERVICES LTD,3654770,511.81,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-17,R J LIFT SERVICES LTD,3653958,334.58,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654373,165,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654373,275,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654951,165,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654951,275,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654523,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654523,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654523,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654523,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654523,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654523,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654523,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654523,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,165,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,165,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-03,R J LIFT SERVICES LTD,3652317,165,
